Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,Pl.1.3.a,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac,trans_noise
E09000019,Islington,50.88023074,9.01,2.42647058823529,745.7712821854,38.3374865610441,13.4,35.5048015,74.1728443962125,56.671280274531604,37.5,2091.174072,18.7,1.2,35.7,10.58518,65.8333333333333,17.6,0.4,57.0,63.8,11.5,12.4,6.9,0.5,179,43.7,88.4030182,270.7,8.862391173161779,2.510555746,0.48,16.9,1.73,584.2586749,1.62,5.06,7.38,7.44,7.31,3.26,8.59,1.54,18.8,98.87814475,207.3477767,12.328,63.4,2895.28,0.017924518,8.4,6.32,4.740255542866993,17.67,0.31,0.31,0.27,104.8630713,61.84389605912393,81.43747085820172,0.385,3.29,0.866,29.499250407858447,25.0,62.112759977004615,86.6382717584744,19.6506071151171
E09000020,Kensington and Chelsea,45.93903198,9.19,2.8061224489795897,477.0307149441269,23.6510057590199,18.0,72.22033659,64.70203698197389,63.1888499459689,37.5,2770.667725,11.3,1.7,49.6,9.35273,65.5844155844156,16.4,0.21,70.0,75.3,26.9,6.2,5.8,0.3,236,36.2,37.0631839,163.5,9.317634099013217,2.427637722,0.51,19.2,1.66,462.187677,2.02,4.4,7.52,7.74,7.52,3.29,8.34,1.5,10.7,59.22821295,98.86360828,12.5295,57.1,2095.05,0.027322847,8.7,4.24,8.930109138690971,26.4,0.28,0.28,0.26,107.5312713,66.54983893910303,85.04913027115639,0.29000000000000004,2.39,0.9420000000000001,29.84533061838161,23.0,54.05166207454608,71.41649171098713,23.426386913229003
E09000021,Kingston upon Thames,50.61867602,10.1,2.4715768660405297,414.829674682136,20.45535396655989,13.8,34.24372184,64.9539973858879,53.6118523173038,37.5,955.5007324,8.8,1.6,42.1,8.08606,74.72262421611191,17.8,0.27,60.0,77.3,25.2,7.2,4.4,0.2,152,42.7,30.6217548,189.5,7.126878342192364,4.705190413,0.48,17.3,2.31,493.2424266,2.1,4.91,7.69,7.9,7.58,3.19,7.06,0.8,10.5,77.74928443,252.180454,11.6501,55.6,463.19,0.016686805,9.3,7.68,13.240991807855938,14.1,0.47,0.47,0.37,51.95650046,69.40511735548608,83.32729256259245,0.47,2.855,1.014,22.0436673679393,15.0,67.22451813086161,89.1685929149886,13.474140015892553
E09000022,Lambeth,50.95918145,9.4,2.81543274244004,575.836671984201,18.7210826134631,17.3,74.03369931,70.8322469144821,52.7971677729339,37.5,3359.82666,22.8,1.3,27.0,9.69617,68.3180428134557,22.9,0.34,62.0,61.9,16.1,13.7,6.1,0.6,210,39.1,73.12963020000002,274.2,10.239139130719249,4.192558209,0.37,12.8,1.93,403.8547564,1.51,5.49,7.35,7.48,7.21,3.5,7.49,1.31,17.8,77.12299455,184.0920085,12.4524,58.3,2521.44,0.018757363,8.9,11.31,5.262131534716139,15.83,0.35,0.35,0.34,91.15249967,60.938480420227634,80.88918570062187,0.34,2.795,0.7280000000000001,31.401496938143893,40.0,61.85671676584855,84.36016626097981,18.2707114259316
E09000023,Lewisham,57.94856762,11.51,2.6861451460886,525.838265306797,15.845349389954,21.2,93.71259378,73.8846196109306,53.619446956849785,37.5,1971.153809,22.1,2.4,25.8,10.78487,78.4599641852136,16.7,0.43,56.0,55.9,19.3,13.9,6.5,0.5,334,41.0,68.8378979,267.4,7.244244500845157,3.4280117530000003,0.45,18.1,1.93,428.91753560000006,1.6,6.52,7.18,7.47,7.25,3.26,7.59,1.32,15.6,84.99946986,221.146988,12.3027,58.2,1591.71,0.015747142,10.7,6.73,5.352907130406853,12.74,0.42,0.42,0.42,70.72193989,63.356562496863525,81.23062498536316,0.355,3.35,0.914,30.3553376150068,41.0,63.85328923649662,83.45228351254067,13.99726111284955
E09000024,Merton,56.9382645,10.55,2.60956841753095,492.568129306774,28.1224987200658,12.7,62.88873344,69.7806426011563,57.025140210272795,37.5,1224.0780029999999,16.5,1.7,33.3,8.88889,71.2160654518408,19.4,0.31,57.0,69.0,30.4,11.4,4.7,0.4,265,39.5,35.7073297,202.0,8.993984980191023,2.919855014,0.55,13.6,2.73,558.4341409,1.85,6.12,7.62,7.79,7.66,3.15,6.79,0.88,15.7,96.45543323,254.36585840000004,12.3272,57.8,1285.32,0.010649321000000002,9.4,5.35,5.321567830638685,14.13,0.47,0.47,0.36,56.45215911,64.87660058246979,82.52584056582779,0.395,2.75,0.976,26.7664965969799,15.0,65.6012987233279,87.0225148383132,10.903822567956496
E09000025,Newham,60.83924599,10.59,4.06667887891555,568.871299882793,12.2863269034889,22.3,54.71391651,59.4932996932844,53.0812534835991,37.5,1346.794556,19.6,2.7,37.8,10.42123,72.52332737740721,14.0,0.38,62.0,61.9,30.8,20.6,6.1,0.4,251,42.9,41.750167,246.8,7.259370152296053,3.00941125,0.29,15.1,2.5,441.477539,0.9,8.64,7.61,7.64,7.54,2.76,5.02,1.11,14.4,95.20622339,200.3525754,13.0313,45.9,1415.85,0.016973528999999998,15.3,5.12,11.90016631208041,13.33,0.39,0.39,0.33,80.57863833,63.128153471510714,81.09413408875201,0.32,2.675,0.7740000000000001,33.824709875693806,33.0,61.37733950159796,84.10612185547595,12.152292292472902
E09000026,Redbridge,53.37437231,11.81,3.8470451911935095,385.830811167153,14.1578511921353,10.4,70.11657912,60.5431978546048,58.301660151768395,37.5,675.1552734,11.0,2.0,28.4,11.13412,71.6818181818182,18.4,0.37,58.0,71.4,29.1,14.5,5.1,0.3,279,49.2,28.600313899999996,200.0,9.02015187771516,2.174217983,0.53,14.3,2.66,529.3850141,1.55,8.29,7.57,7.85,7.53,3.06,4.95,0.84,12.0,57.49485498,126.9792795,12.334000000000001,46.4,852.43,0.014451094,11.3,16.94,19.91185684702384,11.87,0.51,0.51,0.43,60.42584825,62.999717251632774,82.59519327775713,0.445,2.76,1.038,29.126342658821894,29.0,64.9517977719389,88.06835552967102,12.478724659173247
E09000027,Richmond upon Thames,52.1682345,9.99,1.77951388888889,466.1873712419889,22.5718348644561,12.1,49.57859699,71.63973218455409,62.191669292894105,37.5,784.9813232000001,10.4,2.0,28.2,7.4226899999999985,77.1545319465082,23.4,0.25,67.0,70.8,19.8,4.7,3.8,0.2,192,48.2,25.889821899999998,165.1,7.131894627808225,2.970808577,0.66,12.5,2.26,529.5507987,2.32,3.76,7.71,7.87,7.58,3.25,6.09,0.82,12.5,144.1893789,437.03996270000016,11.6334,62.9,827.65,0.009218561,6.9,1.94,9.734254842791783,14.63,0.45,0.45,0.34,53.78431965,69.8513891806319,84.15001050274864,0.46,2.73,1.028,19.458588004597853,16.0,68.9632046389999,76.64478742657478,14.946685020442553
E09000028,Southwark,47.09839778,10.6,2.68737672583826,561.403614926873,13.7947866317906,15.3,69.71360806,67.7686836772358,57.9973716556189,37.5,2806.975098,25.9,1.4,44.4,8.96889,72.1203830369357,21.2,0.32,58.0,68.6,12.9,14.9,6.4,0.5,95,37.8,75.45311579999998,264.3,10.646917690415076,3.421416612,0.37,12.4,2.12,472.30131060000014,1.49,6.17,7.37,7.59,7.33,3.37,7.31,1.24,16.7,103.5653863,216.8160569,12.3527,62.5,2060.55,0.016865126,8.8,10.15,10.267764033947797,15.62,0.39,0.39,0.31,91.25475285,61.90193386918228,81.4564922751119,0.39,2.89,0.7780000000000001,33.62857285495925,34.0,62.259112708364,86.86154352723084,16.402311809146152
E09000029,Sutton,55.13600004,12.55,2.38663484486873,505.626244938709,44.105738084220285,12.8,115.0600333,68.7325309416142,54.635428430225495,37.5,771.3293457000003,18.1,1.3,22.8,9.38608,70.65727699530521,19.0,0.5,65.0,76.7,36.1,9.7,4.3,0.2,479,42.0,49.7943278,200.6,6.723830145642169,3.997093023,0.78,12.8,3.66,586.8692635,2.41,6.62,7.66,7.98,7.54,2.99,8.44,0.94,12.2,156.74904109999997,347.4158621,11.7509,47.0,784.79,0.010171265,8.6,3.67,3.961474658941791,11.24,0.54,0.54,0.37,47.60206987,65.07540964123896,82.08508950456806,0.5800000000000001,3.555,1.29,24.865248780193205,33.0,70.35372316344004,87.22351675245571,6.512655444040145
E09000030,Tower Hamlets,57.83153719,7.55,4.476190476190482,488.978380682876,20.5919145847383,18.0,52.20355105,68.7386791834921,45.26109707299721,37.5,2319.59668,12.6,3.1,50.1,9.24353,66.2061024755325,14.4,0.34,62.0,62.9,12.3,19.3,7.9,0.5,106,41.1,46.928130700000004,281.7,8.653608272108222,5.010529373,0.29,14.4,2.3,525.0649088,1.02,6.78,7.75,7.69,7.55,3.14,6.8,1.35,16.6,61.14332354,157.2285126,12.3501,57.1,1858.26,0.029536368,9.2,4.6,3.6551772262521474,14.56,0.35,0.35,0.26,88.21604091,58.72226501364045,80.4692177588447,0.33,2.875,0.7120000000000001,31.5999586817688,30.0,60.425061739980535,88.48141647592398,16.7777619715352
E09000031,Waltham Forest,54.12741133,11.12,3.1981460023175,438.30668388345396,11.777115528382799,19.7,91.57935527,65.4584666075625,53.41436362344751,37.5,1401.690918,21.1,1.6,34.2,11.54126,72.2163865546218,14.5,0.37,57.0,62.9,38.2,17.6,5.9,0.5,248,36.8,42.2284328,255.2,8.595230562425211,2.147612571,0.44,10.8,2.25,475.04692300000005,1.52,6.73,7.67,7.92,7.62,2.62,6.37,1.14,17.9,68.27253054,176.8079269,12.6985,53.8,1230.24,0.014075378,13.5,17.48,17.139398005995144,14.35,0.42,0.42,0.37,69.17388102,64.23910043687232,81.63803706485986,0.4,2.835,0.8840000000000001,31.94068646500989,34.0,66.09725112844731,82.33983313127246,10.868602961247065
E09000032,Wandsworth,53.79562296,8.19,2.4017957351290686,516.455266770222,19.6678321678322,14.6,71.30778832,73.7777080871626,60.2489142466259,37.5,1950.9580079999998,21.2,2.0,49.6,10.00274,72.50623441396509,25.3,0.31,61.0,68.8,20.3,8.2,4.7,0.3,319,42.2,40.2008401,221.9,10.303476222791756,2.798507463,0.38,11.0,1.41,436.1918499,1.6,4.34,7.64,7.88,7.55,3.36,6.26,0.96,17.3,80.14443403,204.0462632,12.1724,59.8,1867.94,0.01485894,7.2,0.65,1.5552244655471124,15.71,0.41,0.41,0.32,68.44231828,62.01754448719584,81.96666905134418,0.34,2.485,0.71,26.058724189883453,22.0,64.14868262591283,85.15827601284951,15.1299213600387
E09000033,Westminster,51.46011742,8.5,2.7060270602706002,500.02771230179496,17.2779392130684,12.9,52.9638679,63.913191964847,58.26187783265671,37.5,2297.230225,4.6,0.9,48.0,11.34026,69.3300553165335,26.0,0.26,58.0,70.9,15.0,7.6,6.1,0.4,151,36.2,38.7242132,197.2,8.810075618862234,2.63653484,0.53,16.9,1.52,461.4320412,1.75,4.4,7.68,7.77,7.56,2.99,5.43,1.42,17.1,68.33659692,115.1363513,12.4372,53.9,2776.74,0.02589513,9.3,3.93,107.44956069660377,23.07,0.2,0.2,0.21,186.5200393,64.29843536908922,84.12382652681694,0.335,2.365,0.904,31.680566380878147,33.0,55.70409395084128,72.63196831719281,20.809991772745853
E10000003,Cambridgeshire,60.76671454,12.704154350993445,2.4574099200964903,616.5401431409649,38.234184379323395,15.274876934414149,84.22930629,68.5746884968382,62.111740792256896,37.5,519.4252319,12.2,2.8,22.2,9.17907,69.7213785818038,18.1,0.40351693834405294,53.0,67.3,17.2,9.563703991001825,3.0545449327075977,0.1,280,47.7,45.477096100000004,183.88551898537798,8.461883814550168,3.368229404,0.6699822308433937,18.0,2.9197393166438363,572.0345258,2.6760378671824,5.603487021490727,7.63,7.84,7.57,2.87,8.31200561515807,0.7874344825399662,13.9,220.97096980000003,516.1021923000002,10.2071,50.1,316.17,0.001633209,9.3,6.41179021669234,8.53275414032502,7.93,1.2051039056742816,1.2051039056742816,0.5773722220067486,51.36562851491293,65.39985509832059,82.64880456114493,0.5868170097601838,3.9984925760089016,1.4475593710323835,23.42985078744635,26.0,70.62353353653394,90.0498599425078,3.779150579150576
E10000006,Cumbria,60.06197553,16.140185661167394,2.6921306948918504,675.035984535073,52.3207476849861,15.526627478733664,120.585818,68.3254231563605,58.033206327434904,38.8,556.3122559,20.8,2.5,21.6,10.62319,64.9640706933385,18.2,0.5208708290932723,51.0,62.9,26.6,13.919895828530073,4.042341412168976,0.3,276,48.9,71.0977055,238.84140996365227,12.9,3.91416789,0.9870667598020808,21.4,5.2231800151630745,572.7689271,3.3637709724932727,7.3381561601291105,7.84,8.0,7.7,2.68,10.96399601672216,0.9841481709203478,14.7,216.7844958,451.0549674,5.8636,47.1,342.81,0.000552242,12.2,7.228808271681968,2.6062915878931743,5.35,1.7721447574444709,1.7721447574444709,0.5471707100941673,45.12092190547983,64.72020577674506,81.1255939838771,0.7268296905473481,4.522353472245193,2.3433155558841667,30.8199746888842,54.0,74.45133031738071,94.17843255134916,3.6678300695834047
E10000007,Derbyshire,65.98235799,16.233748395442806,2.19686162624822,710.5641902298689,39.515479429153295,13.993498946276635,120.0142973,69.9391906240204,57.661401775134706,37.5,494.76000980000003,16.9,2.8,22.8,9.34018,70.7650273224044,20.0,0.6064851581581432,53.0,62.0,29.7,14.510947664649036,3.5752639392729937,0.3,310,47.8,38.1413119,236.28930553401784,10.6,3.694738183,0.9634835248812504,20.8,5.703789010528197,542.3479969,3.001083856531359,7.1858208966573445,7.82,8.0,7.47,2.93,10.57213642719602,0.8482301172263262,14.4,227.18231769999997,507.7275932,9.4956,44.4,263.3,0.002054959,11.6,7.882928641500891,3.9403406996519785,5.94,1.073573685642161,1.073573685642161,0.4835317655014274,38.23909987365489,63.64747106391741,80.98119021168527,0.6498666419583088,4.481209823636067,2.0557062299274262,27.2309608200342,40.0,75.21528558693325,89.6367190830555,5.04981452920574
E10000008,Devon,61.57729568,16.020603346411715,2.0681076037941204,601.892615317685,45.5326620962771,12.725240263934026,74.08285503,71.0258865723642,64.2675533173958,38.6,591.1743774,16.4,3.2,37.5,8.9331,72.180824639841,22.5,0.5193923449036747,54.0,64.6,26.1,12.561250130002527,3.9038478180760654,0.1,299,44.0,49.7927639,200.11324074157287,10.739479438670756,3.582877616,1.0062737059257472,19.8,4.956552240947719,538.6757957000002,3.4400276800344693,6.83530915340884,7.85,7.99,7.62,2.69,9.062006728423604,0.8824969480150673,17.1,220.07668680000003,610.8333585,8.1139,50.2,287.59,0.0008353680000000001,10.9,9.242881062134012,9.629816994957828,9.08,2.1103308805119467,2.1103308805119467,0.661619542622212,4.554903438999999,66.23904454239751,82.34625637654379,0.7267922037141615,4.393944339628801,2.1408939867736434,25.619136113800906,32.0,74.1215766174186,90.09879407545401,3.3833560356458654
E10000011,East Sussex,57.02233619,16.917374039814014,2.1938988717091497,570.333761738618,46.6279780470438,17.147891847433478,90.9356012,69.0082621551129,66.6083660156678,37.5,591.9281616000002,16.1,3.7,22.6,12.4033,75.71054925893641,20.9,0.5073854658858222,52.0,62.8,26.6,13.899307988070392,4.681089131791606,0.3,259,51.3,51.476769299999994,209.2419128498045,12.776380741375355,3.372900045,1.1493949461315394,22.6,5.12999723681858,555.5999435,3.5147426494156866,6.5074297335922875,7.72,7.88,7.47,2.88,11.639263182581274,1.0811401937529932,12.9,211.4846107,453.3804347,10.4435,45.7,483.42,0.001665966,9.6,14.272897471927376,10.19002578440453,9.36,1.0335454738998866,1.0335454738998866,0.5456191077540637,48.20973984500243,64.11957030844844,82.20925782038987,0.6310431211873656,4.192764996247873,2.148327758566726,27.3234616598039,33.0,71.96235038222473,87.88312739447723,6.34436589427711
E10000012,Essex,61.87734720000001,15.034123479507336,2.11040031656005,581.884162311061,23.758847695886804,14.114084408502586,69.087914,66.0566910241972,57.050267328781004,37.5,515.4673462000002,16.7,2.5,27.8,9.44835,71.92519638879119,20.4,0.4289500046948071,56.0,63.9,23.1,11.066298742720742,3.9809006042897033,0.2,269,51.1,33.1905534,207.57712341639743,10.718713437186537,3.284671533,0.7889302527292367,20.4,4.415398096358365,589.3935471,2.7800013375134007,6.482400101892383,7.77,7.92,7.53,2.83,8.46779711147582,0.7804863549990239,13.2,150.8032106,285.7105136,10.6331,43.4,311.47,0.002748663,8.6,5.670617082141397,5.898855210541117,9.14,1.046348210794905,1.046348210794905,0.5326609255715373,55.62071732823014,64.03810447832858,81.78568656501432,0.5730657247261819,3.9853508507058084,1.6413315959169363,26.3911296627062,28.0,72.02974251245688,92.13090831322741,3.7518974257362654
E10000013,Gloucestershire,59.51239188,14.148301551522202,2.18270008084074,600.316906382008,38.410755011403204,12.655886431260777,92.07475386,71.1084881141237,59.8071110724759,37.5,538.6785888999998,14.9,2.8,17.3,10.37155,66.728624535316,23.3,0.5579824588180669,54.0,66.1,19.7,10.880148420623534,3.7288754184761848,0.2,216,52.8,44.471510200000004,209.1284441833816,10.754968787666378,3.139482733,0.9398783138743712,19.4,6.574428575164924,538.7016127,2.962464312740091,6.650796985685574,7.73,7.83,7.39,2.81,8.315712598607375,0.7821072875111862,14.4,214.4020274,490.16994810000006,9.7954,45.7,198.43,0.001607034,9.4,7.417173033758223,7.061534856698989,7.94,1.2873685190356512,1.2873685190356512,0.5536892025922253,46.25786799423522,65.84508019656744,81.83542258471435,0.7907544524147034,4.212984459071913,1.7773821898682722,27.1807813392787,37.0,74.5382215269764,90.91168309608277,4.640038617043335
E10000014,Hampshire,62.24647764,14.73922953685372,2.00194946389743,487.329436606436,34.2450386024246,13.640615982823277,88.13873241,67.5018154281494,58.871926552655204,37.5,503.3385925,13.3,1.8,32.7,8.74225,75.16409997475391,21.5,0.393185585854048,59.0,66.3,18.6,9.673192572282092,3.3677356214146474,0.1,225,47.2,46.289235,184.05068013182887,8.411403727580595,3.0100257010000004,0.8873577853379779,17.3,3.74905347123258,499.2704602,3.123285692032969,6.106089855682843,7.88,7.99,7.73,2.58,9.948029103701927,0.7714715074020478,13.9,221.9372492,572.9031366,10.7928,47.1,293.66,0.002734305,7.9,7.433972852583214,6.153381832726176,9.53,0.9672262239552621,0.9672262239552621,0.5757631402172584,5.366894393,68.06111560812627,82.8813258047195,0.6784714027769716,3.9515715759555534,1.7398142358014852,26.2145740833387,29.0,73.84234582929372,92.59931677462221,4.7664850792468805
E10000015,Hertfordshire,60.14646616,12.954771655467713,2.4307168292305295,506.49140291708,22.1908132554806,13.526062788914526,67.10790428,68.421015590176,58.679797653688,37.5,614.3759766,14.4,2.5,28.0,9.48841,69.7509603921049,15.3,0.4419286321838526,59.0,69.3,20.4,8.538747570950349,3.5403471309587164,0.2,247,45.1,38.2208027,192.80161809134074,6.904046263212536,2.762998653,0.7249173142444604,15.3,3.3282546480265194,575.8944748,2.5964211579060765,5.6789710193441065,7.75,8.02,7.55,2.87,8.537235685313679,0.7907604195307212,13.3,103.2566937,254.0909083,10.2489,47.5,333.67,0.004819007,8.3,5.36414319552333,6.2904522835191825,11.19,0.7619818579955898,0.7619818579955898,0.4748638712123402,53.68731011759746,66.1,82.6329959724104,0.5530530273661318,3.568310412857977,1.4303148409876951,24.2440698228339,23.0,71.46022430422639,92.4047810534665,7.1832748909027
E10000016,Kent,61.44208763,14.713169279892776,2.1594900481332098,514.983576635081,31.3644019080852,15.30936019495754,99.78240538,66.10421210748139,58.1327202763663,37.5,533.0050049,18.5,3.2,30.1,11.33925,74.8189201053556,18.3,0.4542512967580228,59.0,63.5,24.0,13.9178791356744,4.922431607114341,0.3,264,49.8,69.9180052,216.09364654728068,11.641837263603115,3.463136832,0.8218440079760063,20.5,4.8927344751213635,591.2289877000002,2.904146669163275,6.551793490976107,7.76,7.92,7.59,2.84,9.559655563758533,0.8197416010485755,12.8,181.904412,371.6925439,11.1987,45.3,459.55,0.002718088,9.6,7.46482872477265,12.463987515239172,9.28,0.9404452240207006,0.9404452240207006,0.5133745856697899,5.378773223,64.60941160890603,81.68294063117116,0.686630763336256,3.7657393081110215,1.65400294993972,27.931907881340752,32.0,72.76799437288632,86.99867920521879,6.462288285688045
E10000017,Lancashire,63.50362084,15.046891361227727,2.83485699907741,646.232783376024,49.8294664581161,16.051237558745143,120.7838892,66.15727479014971,52.89676126909799,37.5,635.0675049,22.4,3.4,31.2,9.60138,69.2124772695482,21.9,0.4679008398965387,54.0,63.2,26.8,17.022269281540012,4.563737454179209,0.3,295,42.8,67.8163541,263.25111433824816,11.4,4.470261397,0.8937055756201909,20.7,5.179359103115999,583.6727986000002,2.8992590909531244,7.08552766494029,7.64,7.91,7.56,2.87,10.939622257517907,1.0048463360096944,12.0,195.46429750000001,419.9893697,7.8541,42.6,381.53,0.002566641,12.3,6.330389193736122,3.680720885916056,5.34,0.7741449350771027,0.7741449350771027,0.4769412205605069,60.15218107808315,62.855773043404064,80.47245072434913,0.5890016851416674,4.627180873221153,2.0327838822999977,27.8373320188022,58.0,70.1848945390274,87.53928907811084,6.574452835319335
E10000018,Leicestershire,60.85272370000001,14.890466191162096,2.43373120446442,579.3792379677491,19.8938014844214,13.454523811623213,68.79486738,66.54311040797491,56.9527804084136,37.5,506.88076780000006,13.7,2.2,38.9,9.15362,67.4624226348364,21.6,0.3767303565127351,53.0,64.8,25.0,11.990015371818723,3.3134607754097933,0.1,357,46.2,34.6370115,190.57483298210343,9.0,3.929461376,0.8750846016347638,18.4,4.282008009873807,599.0656094999998,2.7933001289994155,6.653264441400458,7.88,8.02,7.67,3.02,10.621538860122273,0.7356726769981894,12.0,162.71610769999995,350.45325230000014,10.5341,43.2,249.75,0.002406804,10.1,4.9848673669218435,1.0287067979884372,7.57,1.0328379228352336,1.0328379228352336,0.5306929809865593,47.59679396178501,65.50301910749397,82.36660509121691,0.5741242055172704,3.975481433918169,1.6962844697429844,26.30034525404685,31.0,75.97303944403396,94.64940534407076,3.845755003481325
E10000019,Lincolnshire,66.51558842,16.47569326734016,2.37199884292739,589.7039431569419,25.5017886346249,17.787097263601105,82.1517136,66.2885694734952,57.4801797660178,38.6,458.63488770000004,20.5,1.8,17.7,10.79021,70.48346055979641,19.7,0.6066213860959666,51.0,61.8,34.0,17.082618274971768,4.368846056247826,0.4,385,48.3,43.9524891,230.5189359448236,10.1,2.955750674,0.9016231077148468,24.1,7.111996413539872,606.3422132999998,3.2821101862671984,7.733926609607576,7.79,8.0,7.55,2.62,10.152933622571052,0.8016495634798769,15.8,146.7688114,299.00425930000006,9.2769,47.1,480.0,0.0006975760000000001,12.0,8.736603096588519,4.430654219661094,6.72,1.5841295308474233,1.5841295308474233,0.7419509781676158,44.928176409854316,61.66186603044262,81.43883428144858,0.7757083246610796,4.404751933996189,2.1704096921160496,28.14319375295605,31.0,72.56007044362447,90.31259540182623,2.8338591527881096
E10000020,Norfolk,63.23006657,15.78551957981517,3.0711790918945003,654.064200700116,25.6041284176053,13.47130356576142,83.23027034,66.5943515852695,57.78542353368339,38.6,534.9921264999998,20.9,3.9,23.0,10.98269,69.2793266701736,17.7,0.6461228198479712,50.0,60.6,30.3,14.038248642247494,3.9321567827068917,0.2,283,49.3,62.2242335,213.0572341883371,12.553399911713168,3.711325053,0.9357755468386412,18.1,4.639586470755829,565.9283982999998,3.1390864969084507,6.925647608685164,7.73,7.89,7.51,2.82,8.681807698047676,0.8947764997894644,15.4,177.85944730000003,404.1282671,9.9901,45.4,346.57,0.000999695,10.8,5.5731686968129495,10.09272975818941,8.04,1.9099010576059368,1.9099010576059368,0.7242305134620194,47.98532292810276,64.49830834635108,81.8812955925049,0.6092668924417632,4.5284555548168335,1.9509341134233096,27.607340038237304,35.0,72.74976662023478,92.80688784721805,2.680486465351435
E10000021,Northamptonshire,64.38084309,14.295176242078895,2.4384413100645497,766.826236966629,39.2891930163459,16.420324062191106,124.85739850000002,65.45843804865329,56.3195853178691,38.0,655.4869995,20.9,3.6,24.0,10.40041,68.1240310077519,14.8,0.4754633073217144,49.0,59.3,27.5,14.414066314243117,3.9392457116643818,0.3,400,42.0,61.18671479999999,234.1687576796841,10.690581446218397,4.347341434,0.7187144355285948,15.7,4.03819468943296,590.4687114,2.673659753305771,6.546606101138253,7.69,7.77,7.59,2.64,11.614975489949035,0.8273955176610044,11.4,298.1278265,736.0822136,10.199,43.1,214.28,0.002376806,10.4,9.709055889308901,5.324580996433896,7.28,1.2115453435856551,1.2115453435856551,0.5320923145817064,9.859446665,64.4976069421614,81.22153752054744,0.6405480233777534,4.072123762389249,1.600752751195229,27.3001568327522,46.0,72.13486396232969,92.51811458294996,4.453406579424153
E10000023,North Yorkshire,60.79533588,16.05518785826524,1.8299656881433501,631.828850643805,37.7544879583054,13.138984772073275,102.1264331,69.6061314182231,62.4950828775115,37.5,426.41040039999996,12.1,1.8,21.6,9.58646,70.05157962604771,21.1,0.4915284912308002,51.0,67.0,29.2,10.819948223080432,3.12222732627006,0.1,306,46.0,35.0071295,195.7893970515374,10.0,2.591131264,0.994558681499348,21.1,4.959334412216276,567.9308387,3.469284543577062,6.341792877609496,7.88,8.06,7.76,2.53,8.970704178596623,0.791249236743869,11.1,181.1147227,492.41764410000013,7.2925,48.2,288.46,0.00067369,10.1,11.370915472404684,3.445232290685732,7.44,2.432282285928031,2.432282285928031,0.654526395401107,5.318313683,66.84930521148804,82.42501238643038,0.7834375104357159,4.449466101279227,2.242459198568376,25.084292930229005,39.0,74.68157855363306,92.97960599938379,3.506228682827035
E10000024,Nottinghamshire,64.95924808,15.004946060775273,2.1684632740035097,,,15.779853552076876,,66.56423232763761,57.37635373127439,37.5,556.5079956000002,18.3,1.7,18.3,9.93942,67.0353524912136,15.6,0.5878421657050379,54.0,65.6,27.4,15.186846674545246,4.212278014450087,0.3,351,44.0,50.831679799999996,227.1554576004673,8.155151254354585,4.39821012,0.9643239309749742,21.2,5.824433602150114,,3.011854122159489,6.9986471987684835,7.8,8.03,7.58,3.06,9.03904958905534,0.7182210857582507,9.0,,,10.1561,43.6,352.05,0.0023040260000000003,11.3,5.9403441441286375,6.777714382186687,5.98,0.9127613517473564,0.9127613517473564,0.49558635239432,7.525199454,61.95369416241623,81.1236426394638,0.6017650998090104,4.243631709871528,1.9032795604512225,26.049376274675694,35.0,75.25970129846783,92.5974769193703,3.6561176511476647
E10000025,Oxfordshire,54.45643319,12.264329351016679,2.1657118904569,495.99550298789114,40.8978728405218,11.913164496141398,71.90717904,71.576026384287,61.63774685395831,37.5,748.2299805,11.6,2.5,34.5,10.42073,70.4173785696851,19.9,0.3709611552829418,52.0,65.4,14.7,9.448492816337597,3.289577794023145,0.1,230,44.9,41.614061299999996,178.04812081051293,8.786356838015125,2.646744931,0.7408260086662665,17.6,3.372115514641315,573.8099284,2.899444449012369,4.966860046323396,7.74,7.92,7.48,3.06,9.65948480237178,0.8301746134850616,14.0,208.12125790000002,475.9260403,10.6413,52.7,301.63,0.001906544,8.7,10.15869770023443,9.727569109956905,11.05,1.2324576408581485,1.2324576408581485,0.5076839984435889,51.1964910005247,67.75228966342611,83.00563609458735,0.6770588331798357,3.5659274851108496,1.4135716693663098,25.05522390545845,26.0,71.43977762633719,93.95635049764856,4.7634286658122935
